Slip Angle [deg],Lateral Force [N],Normal Load [N],Camber Angle [deg],Tyre Pressure [kPa],Temperature [C]
-4.93,-554.37,200.0,0,200,25
-4.97,-564.7,200.0,0,200,25
-4.97,-573.89,200.0,0,200,25
-5.04,-575.9,200.0,0,200,25
-5.09,-571.71,200.0,0,200,25
-5.1,-562.19,200.0,0,200,25
-5.16,-552.17,200.0,0,200,25
-5.19,-545.53,200.0,0,200,25
-5.25,-543.56,200.0,0,200,25
-5.27,-548.22,200.0,0,200,25
-5.32,-555.88,200.0,0,200,25
-5.34,-566.64,200.0,0,200,25
-5.38,-577.33,200.0,0,200,25
-5.44,-583.91,200.0,0,200,25
-5.47,-588.52,200.0,0,200,25
-5.5,-584.64,200.0,0,200,25
-5.57,-577.47,200.0,0,200,25
-5.57,-565.99,200.0,0,200,25
-5.65,-556.01,200.0,0,200,25
-5.66,-553.15,200.0,0,200,25
-5.74,-555.4,200.0,0,200,25
-5.78,-563.42,200.0,0,200,25
-5.8,-573.49,200.0,0,200,25
-5.86,-583.45,200.0,0,200,25
-5.87,-588.57,200.0,0,200,25
-5.92,-593.25,200.0,0,200,25
-5.96,-591.02,200.0,0,200,25
-6.01,-582.42,200.0,0,200,25
-6.03,-569.41,200.0,0,200,25
-6.07,-560.95,200.0,0,200,25
-6.12,-555.51,200.0,0,200,25
-6.17,-555.99,200.0,0,200,25
-6.19,-561.96,200.0,0,200,25
-6.25,-570.99,200.0,0,200,25
-6.26,-579.54,200.0,0,200,25
-6.31,-587.73,200.0,0,200,25
-6.35,-591.39,200.0,0,200,25
-6.38,-589.91,200.0,0,200,25
-6.42,-584.59,200.0,0,200,25
-6.47,-574.9,200.0,0,200,25
-6.53,-562.57,200.0,0,200,25
-6.54,-557.29,200.0,0,200,25
-6.61,-553.17,200.0,0,200,25
-6.64,-559.09,200.0,0,200,25
-6.68,-565.76,200.0,0,200,25
-6.69,-573.34,200.0,0,200,25
-6.74,-580.01,200.0,0,200,25
-6.79,-585.93,200.0,0,200,25
-6.85,-588.74,200.0,0,200,25
-6.87,-585.74,200.0,0,200,25
-6.9,-576.38,200.0,0,200,25
-6.94,-566.28,200.0,0,200,25
-7.0,-557.98,200.0,0,200,25
-7.02,-552.46,200.0,0,200,25
-7.08,-553.31,200.0,0,200,25
-7.12,-557.15,200.0,0,200,25
-7.17,-566.15,200.0,0,200,25
-7.19,-574.16,200.0,0,200,25
-7.24,-578.39,200.0,0,200,25
-7.3,-584.74,200.0,0,200,25
-7.33,-585.42,200.0,0,200,25
-7.35,-581.06,200.0,0,200,25
-7.4,-570.69,200.0,0,200,25
-7.43,-560.57,200.0,0,200,25
-7.47,-554.79,200.0,0,200,25
-7.49,-551.22,200.0,0,200,25
-7.56,-553.29,200.0,0,200,25
-7.6,-558.33,200.0,0,200,25
-7.63,-564.71,200.0,0,200,25
-7.67,-572.82,200.0,0,200,25
-7.71,-577.99,200.0,0,200,25
-7.77,-582.86,200.0,0,200,25
-7.81,-581.77,200.0,0,200,25
-7.83,-573.31,200.0,0,200,25
-7.86,-563.03,200.0,0,200,25
-7.91,-553.66,200.0,0,200,25
-7.95,-549.05,200.0,0,200,25
-7.99,-547.31,200.0,0,200,25
-8.03,-550.04,200.0,0,200,25
-8.05,-556.57,200.0,0,200,25
-8.13,-564.56,200.0,0,200,25
-8.14,-570.67,200.0,0,200,25
-8.2,-578.34,200.0,0,200,25
-8.24,-579.37,200.0,0,200,25
-8.26,-574.98,200.0,0,200,25
-8.3,-565.12,200.0,0,200,25
-8.36,-554.88,200.0,0,200,25
-8.38,-546.32,200.0,0,200,25
-8.43,-542.21,200.0,0,200,25
-8.48,-543.86,200.0,0,200,25
-8.52,-549.18,200.0,0,200,25
-8.57,-558.22,200.0,0,200,25
-8.59,-566.17,200.0,0,200,25
-8.64,-574.98,200.0,0,200,25
-8.69,-576.62,200.0,0,200,25
-8.72,-576.7,200.0,0,200,25
-8.74,-566.93,200.0,0,200,25
-8.78,-555.68,200.0,0,200,25
-8.83,-545.13,200.0,0,200,25
-8.86,-538.67,200.0,0,200,25
-8.92,-538.64,200.0,0,200,25
-8.95,-543.04,200.0,0,200,25
-9.0,-551.57,200.0,0,200,25
-9.03,-559.07,200.0,0,200,25
-9.08,-568.41,200.0,0,200,25
-9.12,-573.29,200.0,0,200,25
-9.16,-574.64,200.0,0,200,25
-9.19,-568.69,200.0,0,200,25
-9.23,-558.39,200.0,0,200,25
-9.29,-547.02,200.0,0,200,25
-9.32,-540.05,200.0,0,200,25
-9.35,-535.52,200.0,0,200,25
-9.4,-537.76,200.0,0,200,25
-9.41,-543.51,200.0,0,200,25
-9.48,-551.92,200.0,0,200,25
-9.49,-559.28,200.0,0,200,25
-9.55,-566.06,200.0,0,200,25
-9.6,-568.96,200.0,0,200,25
-9.64,-568.49,200.0,0,200,25
-9.68,-561.36,200.0,0,200,25
-9.71,-550.6,200.0,0,200,25
-9.76,-538.94,200.0,0,200,25
-9.8,-533.78,200.0,0,200,25
-9.83,-532.41,200.0,0,200,25
-9.88,-539.18,200.0,0,200,25
-9.91,-544.81,200.0,0,200,25
-9.97,-552.27,200.0,0,200,25
-9.98,-559.86,200.0,0,200,25
-10.04,-565.23,200.0,0,200,25
-10.08,-567.01,200.0,0,200,25
-10.12,-562.32,200.0,0,200,25
-10.16,-554.8,200.0,0,200,25
-10.2,-544.25,200.0,0,200,25
-10.24,-534.43,200.0,0,200,25
-10.28,-533.13,200.0,0,200,25
-10.34,-532.06,200.0,0,200,25
-10.35,-536.95,200.0,0,200,25
-10.38,-543.63,200.0,0,200,25
-10.45,-550.8,200.0,0,200,25
-10.47,-559.14,200.0,0,200,25
-10.52,-563.94,200.0,0,200,25
-10.56,-563.61,200.0,0,200,25
-10.61,-557.68,200.0,0,200,25
-10.63,-549.09,200.0,0,200,25
-10.67,-540.5,200.0,0,200,25
-10.73,-533.96,200.0,0,200,25
-10.75,-530.05,200.0,0,200,25
-10.81,-531.74,200.0,0,200,25
-10.84,-535.95,200.0,0,200,25
-10.86,-543.76,200.0,0,200,25
-10.92,-550.83,200.0,0,200,25
-10.95,-558.91,200.0,0,200,25
-10.98,-562.82,200.0,0,200,25
-11.03,-560.56,200.0,0,200,25
-11.06,-552.7,200.0,0,200,25
-11.12,-543.65,200.0,0,200,25
-11.16,-535.77,200.0,0,200,25
-11.18,-529.61,200.0,0,200,25
-11.22,-527.32,200.0,0,200,25
-11.27,-531.43,200.0,0,200,25
-11.32,-537.55,200.0,0,200,25
-11.36,-545.09,200.0,0,200,25
-11.4,-553.37,200.0,0,200,25
-11.44,-558.76,200.0,0,200,25
-11.46,-561.69,200.0,0,200,25
-11.51,-558.78,200.0,0,200,25
-11.53,-547.31,200.0,0,200,25
-11.58,-536.32,200.0,0,200,25
-11.6,-527.35,200.0,0,200,25
-11.6,-522.23,200.0,0,200,25
-11.62,-521.46,200.0,0,200,25
-11.66,-526.71,200.0,0,200,25
-11.67,-528.67,200.0,0,200,25
-11.71,-531.74,200.0,0,200,25
-11.7,-537.49,200.0,0,200,25
-11.73,-542.43,200.0,0,200,25
-11.7,-545.34,200.0,0,200,25
-11.73,-541.28,200.0,0,200,25
-11.73,-535.99,200.0,0,200,25
-11.74,-525.77,200.0,0,200,25
-11.74,-518.65,200.0,0,200,25
-11.75,-512.51,200.0,0,200,25
-11.74,-509.77,200.0,0,200,25
-11.76,-513.39,200.0,0,200,25
-11.75,-521.94,200.0,0,200,25
-11.75,-529.36,200.0,0,200,25
-11.75,-539.89,200.0,0,200,25
-11.75,-547.81,200.0,0,200,25
-11.78,-547.68,200.0,0,200,25
-11.8,-539.3,200.0,0,200,25
-12.08,-530.67,200.0,0,200,25
-12.08,-519.58,200.0,0,200,25
-12.07,-511.74,200.0,0,200,25
-12.08,-509.39,200.0,0,200,25
-12.06,-511.73,200.0,0,200,25
-12.03,-518.69,200.0,0,200,25
-12.01,-527.82,200.0,0,200,25
-11.99,-537.94,200.0,0,200,25
-11.96,-545.94,200.0,0,200,25
-11.92,-549.38,200.0,0,200,25
-11.9,-545.36,200.0,0,200,25
-11.85,-538.1,200.0,0,200,25
-11.85,-526.25,200.0,0,200,25
-11.82,-516.31,200.0,0,200,25
-11.78,-508.98,200.0,0,200,25
-11.74,-509.62,200.0,0,200,25
-11.7,-513.74,200.0,0,200,25
-11.68,-522.16,200.0,0,200,25
-11.62,-533.61,200.0,0,200,25
-11.6,-542.64,200.0,0,200,25
-11.57,-551.57,200.0,0,200,25
-11.55,-549.67,200.0,0,200,25
-11.51,-542.59,200.0,0,200,25
-11.48,-529.25,200.0,0,200,25
-11.43,-518.61,200.0,0,200,25
-11.4,-510.75,200.0,0,200,25
-11.37,-506.31,200.0,0,200,25
-11.34,-512.18,200.0,0,200,25
-11.29,-520.88,200.0,0,200,25
-11.26,-530.86,200.0,0,200,25
-11.2,-539.69,200.0,0,200,25
-11.17,-546.81,200.0,0,200,25
-11.13,-548.97,200.0,0,200,25
-11.08,-544.08,200.0,0,200,25
-11.05,-534.07,200.0,0,200,25
-11.03,-522.09,200.0,0,200,25
-10.98,-514.64,200.0,0,200,25
-10.95,-511.97,200.0,0,200,25
-10.89,-513.54,200.0,0,200,25
-10.85,-519.35,200.0,0,200,25
-10.83,-526.6,200.0,0,200,25
-10.78,-533.21,200.0,0,200,25
-10.73,-540.76,200.0,0,200,25
-10.69,-542.7,200.0,0,200,25
-10.67,-542.92,200.0,0,200,25
-10.62,-536.17,200.0,0,200,25
-10.57,-526.22,200.0,0,200,25
-10.56,-520.37,200.0,0,200,25
-10.5,-515.93,200.0,0,200,25
-10.47,-514.64,200.0,0,200,25
-10.43,-518.0,200.0,0,200,25
-10.36,-521.53,200.0,0,200,25
-10.35,-528.65,200.0,0,200,25
-10.31,-535.47,200.0,0,200,25
-10.25,-540.59,200.0,0,200,25
-10.23,-543.0,200.0,0,200,25
-10.17,-543.28,200.0,0,200,25
-10.15,-536.28,200.0,0,200,25
-10.1,-530.0,200.0,0,200,25
-10.07,-523.19,200.0,0,200,25
-10.02,-517.18,200.0,0,200,25
-9.97,-516.96,200.0,0,200,25
-9.96,-519.44,200.0,0,200,25
-9.9,-524.58,200.0,0,200,25
-9.87,-530.6,200.0,0,200,25
-9.83,-539.4,200.0,0,200,25
-9.79,-545.94,200.0,0,200,25
-9.75,-548.99,200.0,0,200,25
-9.72,-547.62,200.0,0,200,25
-9.68,-539.46,200.0,0,200,25
-9.63,-530.01,200.0,0,200,25
-9.59,-522.6,200.0,0,200,25
-9.53,-517.11,200.0,0,200,25
-9.5,-518.37,200.0,0,200,25
-9.45,-522.65,200.0,0,200,25
-9.44,-527.82,200.0,0,200,25
-9.38,-533.52,200.0,0,200,25
-9.37,-543.05,200.0,0,200,25
-9.32,-551.18,200.0,0,200,25
-9.27,-549.49,200.0,0,200,25
-9.23,-545.29,200.0,0,200,25
-9.19,-538.58,200.0,0,200,25
-9.13,-528.18,200.0,0,200,25
-9.1,-523.08,200.0,0,200,25
-9.06,-520.09,200.0,0,200,25
-9.01,-521.78,200.0,0,200,25
-8.98,-526.44,200.0,0,200,25
-8.94,-531.64,200.0,0,200,25
-8.93,-540.93,200.0,0,200,25
-8.87,-548.35,200.0,0,200,25
-8.82,-552.77,200.0,0,200,25
-8.79,-550.63,200.0,0,200,25
-8.74,-542.19,200.0,0,200,25
-8.7,-532.77,200.0,0,200,25
-8.69,-524.14,200.0,0,200,25
-8.62,-519.46,200.0,0,200,25
-8.59,-519.45,200.0,0,200,25
-8.56,-524.27,200.0,0,200,25
-8.51,-530.92,200.0,0,200,25
-8.48,-539.17,200.0,0,200,25
-8.43,-546.69,200.0,0,200,25
-8.38,-552.38,200.0,0,200,25
-8.36,-553.35,200.0,0,200,25
-8.32,-545.09,200.0,0,200,25
-8.27,-535.09,200.0,0,200,25
-8.23,-526.44,200.0,0,200,25
-8.18,-519.57,200.0,0,200,25
-8.16,-519.02,200.0,0,200,25
-8.1,-521.23,200.0,0,200,25
-8.08,-530.3,200.0,0,200,25
-8.04,-537.61,200.0,0,200,25
-7.99,-544.47,200.0,0,200,25
-7.94,-549.96,200.0,0,200,25
-7.9,-550.3,200.0,0,200,25
-7.87,-548.0,200.0,0,200,25
-7.83,-537.76,200.0,0,200,25
-7.79,-530.11,200.0,0,200,25
-7.75,-523.94,200.0,0,200,25
-7.73,-521.75,200.0,0,200,25
-7.68,-523.46,200.0,0,200,25
-7.64,-529.6,200.0,0,200,25
-7.58,-535.76,200.0,0,200,25
-7.55,-540.42,200.0,0,200,25
-7.53,-544.72,200.0,0,200,25
-7.46,-547.37,200.0,0,200,25
-7.42,-546.8,200.0,0,200,25
-7.39,-541.17,200.0,0,200,25
-7.34,-533.69,200.0,0,200,25
-7.3,-525.52,200.0,0,200,25
-7.26,-521.52,200.0,0,200,25
-7.23,-519.85,200.0,0,200,25
-7.19,-524.78,200.0,0,200,25
-7.16,-530.11,200.0,0,200,25
-7.12,-534.99,200.0,0,200,25
-7.08,-540.49,200.0,0,200,25
-7.06,-545.29,200.0,0,200,25
-7.01,-547.82,200.0,0,200,25
-6.95,-544.62,200.0,0,200,25
-6.9,-537.09,200.0,0,200,25
-6.87,-528.9,200.0,0,200,25
-6.85,-521.41,200.0,0,200,25
-6.8,-520.14,200.0,0,200,25
-6.75,-520.69,200.0,0,200,25
-6.7,-524.76,200.0,0,200,25
-6.68,-529.13,200.0,0,200,25
-6.62,-535.34,200.0,0,200,25
-6.62,-540.67,200.0,0,200,25
-6.57,-544.42,200.0,0,200,25
-6.51,-544.81,200.0,0,200,25
-6.47,-539.1,200.0,0,200,25
-6.43,-531.99,200.0,0,200,25
-6.39,-524.05,200.0,0,200,25
-6.36,-519.44,200.0,0,200,25
-6.31,-517.61,200.0,0,200,25
-6.26,-521.02,200.0,0,200,25
-6.25,-524.05,200.0,0,200,25
-6.2,-528.79,200.0,0,200,25
-6.15,-533.58,200.0,0,200,25
-6.11,-539.04,200.0,0,200,25
-6.07,-540.41,200.0,0,200,25
-6.04,-539.22,200.0,0,200,25
-5.99,-532.28,200.0,0,200,25
-5.97,-523.22,200.0,0,200,25
-5.89,-517.97,200.0,0,200,25
-5.86,-514.9,200.0,0,200,25
-5.83,-515.86,200.0,0,200,25
-5.78,-518.63,200.0,0,200,25
-5.76,-525.58,200.0,0,200,25
-5.72,-531.18,200.0,0,200,25
-5.69,-534.47,200.0,0,200,25
-5.63,-538.41,200.0,0,200,25
-5.59,-534.93,200.0,0,200,25
-5.58,-529.01,200.0,0,200,25
-5.53,-520.98,200.0,0,200,25
-5.48,-512.95,200.0,0,200,25
-5.43,-508.89,200.0,0,200,25
-5.38,-506.62,200.0,0,200,25
-5.36,-511.09,200.0,0,200,25
-5.32,-515.91,200.0,0,200,25
-5.29,-519.95,200.0,0,200,25
-5.25,-525.81,200.0,0,200,25
-5.19,-529.08,200.0,0,200,25
-5.15,-529.49,200.0,0,200,25
-5.11,-522.46,200.0,0,200,25
-5.1,-515.21,200.0,0,200,25
-5.06,-507.12,200.0,0,200,25
-5.02,-501.04,200.0,0,200,25
-4.96,-497.5,200.0,0,200,25
-4.91,-498.17,200.0,0,200,25
-4.89,-501.49,200.0,0,200,25
-4.84,-506.69,200.0,0,200,25
-4.81,-510.24,200.0,0,200,25
-4.78,-514.61,200.0,0,200,25
-4.72,-515.66,200.0,0,200,25
-4.68,-513.55,200.0,0,200,25
-4.63,-504.88,200.0,0,200,25
-4.61,-496.27,200.0,0,200,25
-4.56,-487.97,200.0,0,200,25
-4.54,-482.43,200.0,0,200,25
-4.48,-480.38,200.0,0,200,25
-4.46,-483.63,200.0,0,200,25
-4.39,-487.08,200.0,0,200,25
-4.36,-491.54,200.0,0,200,25
-4.32,-496.49,200.0,0,200,25
-4.28,-499.03,200.0,0,200,25
-4.25,-496.46,200.0,0,200,25
-4.19,-489.83,200.0,0,200,25
-4.17,-482.3,200.0,0,200,25
-4.12,-471.32,200.0,0,200,25
-4.1,-464.81,200.0,0,200,25
-4.06,-459.61,200.0,0,200,25
-4.0,-459.39,200.0,0,200,25
-3.97,-463.3,200.0,0,200,25
-3.91,-466.19,200.0,0,200,25
-3.87,-469.51,200.0,0,200,25
-3.84,-473.34,200.0,0,200,25
-3.8,-472.28,200.0,0,200,25
-3.76,-468.65,200.0,0,200,25
-3.73,-460.29,200.0,0,200,25
-3.68,-450.94,200.0,0,200,25
-3.65,-441.72,200.0,0,200,25
-3.6,-434.61,200.0,0,200,25
-3.58,-431.45,200.0,0,200,25
-3.53,-432.46,200.0,0,200,25
-3.48,-435.17,200.0,0,200,25
-3.44,-439.18,200.0,0,200,25
-3.41,-443.78,200.0,0,200,25
-3.36,-444.57,200.0,0,200,25
-3.32,-441.52,200.0,0,200,25
-3.27,-433.68,200.0,0,200,25
-3.25,-423.47,200.0,0,200,25
-3.21,-414.98,200.0,0,200,25
-3.18,-406.91,200.0,0,200,25
-3.12,-402.8,200.0,0,200,25
-3.1,-401.79,200.0,0,200,25
-3.03,-404.7,200.0,0,200,25
-3.01,-405.82,200.0,0,200,25
-2.98,-407.75,200.0,0,200,25
-2.92,-408.31,200.0,0,200,25
-2.88,-406.88,200.0,0,200,25
-2.83,-400.43,200.0,0,200,25
-2.83,-391.84,200.0,0,200,25
-2.79,-382.83,200.0,0,200,25
-2.73,-374.49,200.0,0,200,25
-2.69,-368.85,200.0,0,200,25
-2.66,-367.35,200.0,0,200,25
-2.62,-366.79,200.0,0,200,25
-2.59,-367.61,200.0,0,200,25
-2.54,-369.48,200.0,0,200,25
-2.47,-369.67,200.0,0,200,25
-2.45,-367.61,200.0,0,200,25
-2.42,-362.79,200.0,0,200,25
-2.36,-357.19,200.0,0,200,25
-2.32,-346.12,200.0,0,200,25
-2.3,-338.19,200.0,0,200,25
-2.27,-330.61,200.0,0,200,25
-2.21,-323.9,200.0,0,200,25
-2.18,-322.79,200.0,0,200,25
-2.16,-323.38,200.0,0,200,25
-2.07,-323.47,200.0,0,200,25
-2.06,-323.28,200.0,0,200,25
-2.0,-323.11,200.0,0,200,25
-1.96,-318.9,200.0,0,200,25
-1.92,-312.97,200.0,0,200,25
-1.88,-303.97,200.0,0,200,25
-1.84,-296.1,200.0,0,200,25
-1.79,-288.59,200.0,0,200,25
-1.74,-282.34,200.0,0,200,25
-1.72,-276.28,200.0,0,200,25
-1.68,-275.7,200.0,0,200,25
-1.63,-272.47,200.0,0,200,25
-1.59,-270.98,200.0,0,200,25
-1.57,-269.65,200.0,0,200,25
-1.51,-266.48,200.0,0,200,25
-1.47,-260.95,200.0,0,200,25
-1.43,-254.66,200.0,0,200,25
-1.4,-246.79,200.0,0,200,25
-1.37,-237.51,200.0,0,200,25
-1.31,-228.58,200.0,0,200,25
-1.3,-223.44,200.0,0,200,25
-1.24,-219.93,200.0,0,200,25
-1.21,-214.94,200.0,0,200,25
-1.16,-211.44,200.0,0,200,25
-1.13,-208.46,200.0,0,200,25
-1.1,-204.41,200.0,0,200,25
-1.09,-198.91,200.0,0,200,25
-1.04,-192.22,200.0,0,200,25
-1.02,-184.13,200.0,0,200,25
-0.97,-174.98,200.0,0,200,25
-0.9,-167.61,200.0,0,200,25
-0.86,-159.43,200.0,0,200,25
-0.85,-152.02,200.0,0,200,25
-0.79,-144.35,200.0,0,200,25
-0.73,-138.04,200.0,0,200,25
-0.7,-131.46,200.0,0,200,25
-0.64,-124.37,200.0,0,200,25
-0.59,-117.54,200.0,0,200,25
-0.55,-110.39,200.0,0,200,25
-0.5,-99.84,200.0,0,200,25
-0.48,-89.8,200.0,0,200,25
-0.42,-82.55,200.0,0,200,25
-0.37,-70.77,200.0,0,200,25
-0.33,-62.69,200.0,0,200,25
-0.33,-53.77,200.0,0,200,25
-0.28,-45.41,200.0,0,200,25
-0.22,-36.21,200.0,0,200,25
-0.19,-27.42,200.0,0,200,25
-0.16,-20.03,200.0,0,200,25
-0.13,-10.19,200.0,0,200,25
-0.1,-3.59,200.0,0,200,25
-0.07,5.08,200.0,0,200,25
0.06,46.08,440.0,0,200,25
0.06,59.7,440.0,0,200,25
0.11,76.36,440.0,0,200,25
0.17,89.85,440.0,0,200,25
0.21,104.13,440.0,0,200,25
0.27,119.19,440.0,0,200,25
0.28,132.21,440.0,0,200,25
0.32,144.68,440.0,0,200,25
0.39,159.36,440.0,0,200,25
0.42,172.71,440.0,0,200,25
0.44,187.84,440.0,0,200,25
0.5,204.96,440.0,0,200,25
0.53,220.49,440.0,0,200,25
0.58,235.57,440.0,0,200,25
0.63,251.64,440.0,0,200,25
0.68,266.45,440.0,0,200,25
0.7,280.69,440.0,0,200,25
0.74,294.66,440.0,0,200,25
0.79,307.59,440.0,0,200,25
0.84,322.62,440.0,0,200,25
0.86,336.41,440.0,0,200,25
0.91,349.16,440.0,0,200,25
0.94,359.25,440.0,0,200,25
0.97,372.07,440.0,0,200,25
1.02,384.26,440.0,0,200,25
1.07,396.32,440.0,0,200,25
1.12,410.7,440.0,0,200,25
1.14,422.97,440.0,0,200,25
1.19,434.83,440.0,0,200,25
1.23,446.02,440.0,0,200,25
1.28,457.38,440.0,0,200,25
1.29,465.58,440.0,0,200,25
1.33,473.77,440.0,0,200,25
1.37,480.62,440.0,0,200,25
1.4,491.14,440.0,0,200,25
1.45,500.71,440.0,0,200,25
1.52,512.42,440.0,0,200,25
1.53,522.28,440.0,0,200,25
1.56,534.57,440.0,0,200,25
1.61,546.42,440.0,0,200,25
1.63,556.02,440.0,0,200,25
1.71,563.44,440.0,0,200,25
1.74,568.13,440.0,0,200,25
1.76,572.33,440.0,0,200,25
1.81,578.02,440.0,0,200,25
1.83,584.58,440.0,0,200,25
1.91,592.34,440.0,0,200,25
1.94,603.75,440.0,0,200,25
2.0,613.96,440.0,0,200,25
2.0,627.11,440.0,0,200,25
2.08,637.37,440.0,0,200,25
2.1,644.73,440.0,0,200,25
2.15,651.61,440.0,0,200,25
2.18,655.42,440.0,0,200,25
2.24,657.75,440.0,0,200,25
2.3,659.9,440.0,0,200,25
2.32,665.98,440.0,0,200,25
2.36,673.03,440.0,0,200,25
2.38,681.77,440.0,0,200,25
2.43,693.91,440.0,0,200,25
2.47,705.6,440.0,0,200,25
2.49,714.73,440.0,0,200,25
2.54,724.81,440.0,0,200,25
2.56,728.89,440.0,0,200,25
2.61,731.7,440.0,0,200,25
2.62,733.11,440.0,0,200,25
2.69,733.66,440.0,0,200,25
2.71,738.03,440.0,0,200,25
2.74,745.41,440.0,0,200,25
2.79,753.71,440.0,0,200,25
2.83,766.24,440.0,0,200,25
2.87,776.85,440.0,0,200,25
2.92,785.55,440.0,0,200,25
2.95,796.1,440.0,0,200,25
3.0,801.66,440.0,0,200,25
3.04,804.15,440.0,0,200,25
3.1,803.69,440.0,0,200,25
3.13,806.05,440.0,0,200,25
3.19,808.35,440.0,0,200,25
3.24,811.65,440.0,0,200,25
3.26,819.8,440.0,0,200,25
3.32,831.77,440.0,0,200,25
3.33,840.62,440.0,0,200,25
3.39,850.85,440.0,0,200,25
3.43,858.91,440.0,0,200,25
3.46,865.9,440.0,0,200,25
3.49,867.68,440.0,0,200,25
3.54,865.96,440.0,0,200,25
3.59,865.59,440.0,0,200,25
3.6,867.49,440.0,0,200,25
3.64,870.21,440.0,0,200,25
3.69,875.75,440.0,0,200,25
3.71,885.48,440.0,0,200,25
3.77,895.63,440.0,0,200,25
3.81,905.18,440.0,0,200,25
3.86,916.17,440.0,0,200,25
3.88,921.43,440.0,0,200,25
3.93,925.77,440.0,0,200,25
3.98,924.22,440.0,0,200,25
4.03,920.61,440.0,0,200,25
4.05,920.72,440.0,0,200,25
4.09,921.08,440.0,0,200,25
4.12,925.94,440.0,0,200,25
4.17,934.63,440.0,0,200,25
4.2,944.46,440.0,0,200,25
4.24,955.1,440.0,0,200,25
4.28,965.01,440.0,0,200,25
4.34,971.14,440.0,0,200,25
4.37,975.46,440.0,0,200,25
4.4,973.62,440.0,0,200,25
4.43,970.85,440.0,0,200,25
4.49,968.47,440.0,0,200,25
4.55,967.26,440.0,0,200,25
4.59,971.79,440.0,0,200,25
4.61,981.38,440.0,0,200,25
4.64,990.33,440.0,0,200,25
4.69,1002.23,440.0,0,200,25
4.75,1013.54,440.0,0,200,25
4.79,1022.07,440.0,0,200,25
4.81,1026.28,440.0,0,200,25
4.85,1024.96,440.0,0,200,25
4.9,1018.42,440.0,0,200,25
4.96,1012.42,440.0,0,200,25
4.98,1010.06,440.0,0,200,25
5.03,1009.93,440.0,0,200,25
5.08,1018.9,440.0,0,200,25
5.09,1026.28,440.0,0,200,25
5.13,1038.62,440.0,0,200,25
5.17,1047.16,440.0,0,200,25
5.21,1054.12,440.0,0,200,25
5.25,1059.0,440.0,0,200,25
5.31,1058.16,440.0,0,200,25
5.35,1051.24,440.0,0,200,25
5.38,1043.94,440.0,0,200,25
5.41,1038.59,440.0,0,200,25
5.45,1038.03,440.0,0,200,25
5.51,1042.55,440.0,0,200,25
5.53,1051.48,440.0,0,200,25
5.58,1061.57,440.0,0,200,25
5.64,1071.19,440.0,0,200,25
5.66,1079.7,440.0,0,200,25
5.69,1086.11,440.0,0,200,25
5.74,1083.77,440.0,0,200,25
5.77,1075.21,440.0,0,200,25
5.81,1065.52,440.0,0,200,25
5.85,1056.17,440.0,0,200,25
5.88,1056.41,440.0,0,200,25
5.94,1059.28,440.0,0,200,25
5.97,1070.08,440.0,0,200,25
6.01,1080.41,440.0,0,200,25
6.07,1089.78,440.0,0,200,25
6.11,1097.3,440.0,0,200,25
6.14,1101.2,440.0,0,200,25
6.18,1100.33,440.0,0,200,25
6.2,1091.04,440.0,0,200,25
6.26,1077.21,440.0,0,200,25
6.28,1066.45,440.0,0,200,25
6.33,1062.77,440.0,0,200,25
6.4,1067.58,440.0,0,200,25
6.43,1076.45,440.0,0,200,25
6.45,1086.43,440.0,0,200,25
6.49,1096.98,440.0,0,200,25
6.55,1105.04,440.0,0,200,25
6.56,1110.24,440.0,0,200,25
6.63,1107.87,440.0,0,200,25
6.66,1097.7,440.0,0,200,25
6.71,1083.11,440.0,0,200,25
6.75,1070.47,440.0,0,200,25
6.79,1063.51,440.0,0,200,25
6.83,1063.82,440.0,0,200,25
6.87,1070.5,440.0,0,200,25
6.9,1081.66,440.0,0,200,25
6.94,1093.56,440.0,0,200,25
6.99,1103.46,440.0,0,200,25
7.01,1109.39,440.0,0,200,25
7.06,1108.12,440.0,0,200,25
7.1,1101.11,440.0,0,200,25
7.13,1087.21,440.0,0,200,25
7.19,1073.26,440.0,0,200,25
7.23,1063.73,440.0,0,200,25
7.25,1061.76,440.0,0,200,25
7.32,1066.62,440.0,0,200,25
7.34,1077.32,440.0,0,200,25
7.37,1088.87,440.0,0,200,25
7.41,1098.44,440.0,0,200,25
7.47,1102.73,440.0,0,200,25
7.49,1104.32,440.0,0,200,25
7.54,1101.14,440.0,0,200,25
7.59,1089.7,440.0,0,200,25
7.62,1075.66,440.0,0,200,25
7.66,1062.85,440.0,0,200,25
7.7,1060.11,440.0,0,200,25
7.74,1064.97,440.0,0,200,25
7.77,1073.4,440.0,0,200,25
7.82,1085.81,440.0,0,200,25
7.84,1095.19,440.0,0,200,25
7.89,1105.0,440.0,0,200,25
7.96,1109.03,440.0,0,200,25
7.98,1108.59,440.0,0,200,25
8.01,1102.0,440.0,0,200,25
8.05,1089.41,440.0,0,200,25
8.08,1076.2,440.0,0,200,25
8.12,1069.37,440.0,0,200,25
8.17,1069.3,440.0,0,200,25
8.21,1074.94,440.0,0,200,25
8.26,1084.91,440.0,0,200,25
8.27,1097.82,440.0,0,200,25
8.33,1108.26,440.0,0,200,25
8.36,1113.31,440.0,0,200,25
8.43,1114.8,440.0,0,200,25
8.46,1111.93,440.0,0,200,25
8.48,1100.69,440.0,0,200,25
